Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_num,Engine_num,Power_num,Brand,Car_Age,fuel_unit,kg_co2e_per_unit,kg_co2e_per_kwh,kwh_per_unit,estimated_kg_co2e_per_km
Hyundai i20 Asta 1.4 CRDi,Chennai,2012,107000,Diesel,Manual,Second,5.0,4.5,21.27,1396.0,88.76,Hyundai,8,litre,2.51,0.24,10.45833,0.11800658204043253
BMW 7 Series 730Ld,Mumbai,2011,55000,Diesel,Automatic,Second,5.0,19.5,16.46,2993.0,258.0,BMW,9,litre,2.51,0.24,10.45833,0.1524908869987849
Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,2017,24000,Petrol,Automatic,First,5.0,8.75,14.3,1598.0,103.52,Skoda,3,litre,2.1,0.22,9.545455,0.14685314685314685
Audi Q7 45 TDI Quattro Technology,Mumbai,2016,20002,Diesel,Automatic,First,7.0,67.0,14.75,2967.0,245.0,Audi,4,litre,2.51,0.24,10.45833,0.1701694915254237
Honda City i VTEC VX,Kochi,2016,54317,Petrol,Manual,First,5.0,8.4,17.4,1497.0,117.3,Honda,4,litre,2.1,0.22,9.545455,0.12068965517241381
Hyundai Xcent 1.2 Kappa SX,Mumbai,2016,10200,Petrol,Manual,First,5.0,4.99,19.1,1197.0,82.0,Hyundai,4,litre,2.1,0.22,9.545455,0.10994764397905758
Honda City i DTec E,Coimbatore,2016,24337,Diesel,Manual,First,5.0,8.18,26.0,1498.0,98.6,Honda,4,litre,2.51,0.24,10.45833,0.09653846153846153
Honda Brio S Option MT,Pune,2012,79000,Petrol,Manual,First,5.0,2.9,18.4,1198.0,86.8,Honda,8,litre,2.1,0.22,9.545455,0.1141304347826087
Maruti Ciaz ZDi Plus SHVS,Jaipur,2015,40500,Diesel,Manual,First,5.0,7.1,28.09,1248.0,88.5,Maruti,5,litre,2.51,0.24,10.45833,0.08935564257742969
Maruti Swift Dzire VDI Optional,Pune,2016,23000,Diesel,Manual,First,5.0,7.05,26.59,1248.0,74.0,Maruti,4,litre,2.51,0.24,10.45833,0.09439638962015795
Honda CR-V 2.4L 4WD AT,Pune,2015,63050,Petrol,Automatic,First,5.0,17.5,11.1,2354.0,158.8,Honda,5,litre,2.1,0.22,9.545455,0.1891891891891892
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2008,78000,Petrol,Automatic,Second,5.0,3.41,14.53,1794.0,138.1,Toyota,12,litre,2.1,0.22,9.545455,0.1445285615966965
Maruti Baleno Vxi,Pune,2005,70000,Petrol,Manual,First,5.0,1.3,0.0,1590.0,97.7,Maruti,15,litre,2.1,0.22,9.545455,0.12352941176470589
Honda City 1.5 V MT,Coimbatore,2012,66245,Petrol,Manual,First,5.0,5.68,17.0,1497.0,118.0,Honda,8,litre,2.1,0.22,9.545455,0.12352941176470589
Mahindra Scorpio LX BS IV,Bangalore,2007,74112,Diesel,Manual,First,9.0,4.1,12.05,2179.0,120.0,Mahindra,13,litre,2.51,0.24,10.45833,0.20829875518672197
Skoda Laura 1.8 TSI Ambiente,Delhi,2011,87670,Petrol,Manual,First,5.0,4.0,13.4,1798.0,157.8,Skoda,9,litre,2.1,0.22,9.545455,0.15671641791044777
BMW 3 Series 320d Sport Line,Hyderabad,2015,10000,Diesel,Automatic,First,5.0,30.0,18.88,1995.0,184.0,BMW,5,litre,2.51,0.24,10.45833,0.1329449152542373
Maruti SX4 Zxi BSIII,Chennai,2007,62493,Petrol,Manual,First,5.0,1.8,15.0,1586.0,104.68,Maruti,13,litre,2.1,0.22,9.545455,0.14
Maruti Ciaz VXi Plus,Kochi,2015,44620,Petrol,Manual,First,5.0,6.93,20.73,1373.0,91.1,Maruti,5,litre,2.1,0.22,9.545455,0.10130246020260492
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,2012,66538,Diesel,Automatic,First,7.0,70.0,10.2,4367.0,308.0,Land,8,litre,2.51,0.24,10.45833,0.246078431372549
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,2013,60000,Diesel,Manual,First,7.0,7.9,12.99,2494.0,100.0,Toyota,7,litre,2.51,0.24,10.45833,0.193225558121632
Hyundai Santro Xing GL,Kochi,2011,20842,Petrol,Manual,First,5.0,2.78,0.0,1086.0,62.0,Hyundai,9,litre,2.1,0.22,9.545455,0.12352941176470589
Hyundai Santa Fe 4WD AT,Chennai,2014,110000,Diesel,Automatic,First,7.0,14.4,13.01,2199.0,194.3,Hyundai,6,litre,2.51,0.24,10.45833,0.1929285165257494
Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,2011,45000,Petrol,Automatic,Second,5.0,13.5,11.74,1796.0,186.0,Mercedes-Benz,9,litre,2.1,0.22,9.545455,0.1788756388415673
Maruti Wagon R LXI CNG,Mumbai,2014,40000,CNG,Manual,Second,5.0,3.15,26.6,998.0,58.16,Maruti,6,kg,2.5625,0.18,14.23611,0.09633458646616541
Maruti Alto LXi,Coimbatore,2012,49008,Petrol,Manual,First,5.0,2.88,19.7,796.0,46.3,Maruti,8,litre,2.1,0.22,9.545455,0.10659898477157362
Maruti Alto 800 2016-2019 LXI,Kolkata,2016,31000,Petrol,Manual,First,5.0,2.15,24.7,796.0,47.3,Maruti,4,litre,2.1,0.22,9.545455,0.08502024291497977
Nissan Sunny 2011-2014 XV,Pune,2013,8000,Petrol,Manual,First,5.0,3.75,16.95,1498.0,97.7,Nissan,7,litre,2.1,0.22,9.545455,0.12389380530973453
Maruti Alto 800 2016-2019 VXI,Mumbai,2019,171,Petrol,Manual,First,5.0,3.6,24.7,796.0,47.3,Maruti,1,litre,2.1,0.22,9.545455,0.08502024291497977
Maruti Alto K10 VXI,Kolkata,2018,2100,Petrol,Manual,First,5.0,3.6,24.07,998.0,67.1,Maruti,2,litre,2.1,0.22,9.545455,0.08724553385957624
Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,Petrol,Automatic,First,5.0,7.55,18.9,1197.0,81.86,Hyundai,2,litre,2.1,0.22,9.545455,0.11111111111111112
Honda Mobilio S i DTEC,Kolkata,2015,50000,Diesel,Manual,First,7.0,4.7,24.2,1498.0,98.6,Honda,5,litre,2.51,0.24,10.45833,0.1037190082644628
Tata Manza Aqua Quadrajet,Jaipur,2010,100030,Diesel,Manual,Second,5.0,1.6,18.8,1248.0,90.0,Tata,10,litre,2.51,0.24,10.45833,0.13351063829787232
Chevrolet Optra Magnum 2.0 LT,Pune,2011,75372,Diesel,Manual,First,5.0,3.34,16.52,1991.0,123.7,Chevrolet,9,litre,2.51,0.24,10.45833,0.15193704600484262
Honda City i VTEC CVT VX,Kochi,2016,60475,Petrol,Automatic,First,5.0,9.1,18.0,1497.0,117.3,Honda,4,litre,2.1,0.22,9.545455,0.11666666666666667
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,Petrol,Manual,First,5.0,6.17,18.9,1197.0,81.86,Hyundai,1,litre,2.1,0.22,9.545455,0.11111111111111112
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,96578,Diesel,Manual,First,5.0,2.5,22.0,1582.0,126.2,Hyundai,12,litre,2.51,0.24,10.45833,0.11409090909090908
Nissan Micra XL,Kolkata,2016,31001,Petrol,Manual,First,5.0,3.0,18.44,1198.0,75.0,Nissan,4,litre,2.1,0.22,9.545455,0.113882863340564
Hyundai Verna 1.6 SX,Jaipur,2012,65900,Diesel,Manual,First,5.0,5.75,22.32,1582.0,126.32,Hyundai,8,litre,2.51,0.24,10.45833,0.11245519713261648
Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,26246,Petrol,Manual,First,5.0,10.75,15.29,1591.0,121.3,Hyundai,3,litre,2.1,0.22,9.545455,0.13734466971877046
Maruti Wagon R VXI BS IV,Jaipur,2013,62700,Petrol,Manual,Second,5.0,2.85,20.51,998.0,67.04,Maruti,7,litre,2.1,0.22,9.545455,0.10238907849829351
Honda Accord 2.4 Elegance A/T,Chennai,2008,90000,Petrol,Automatic,First,5.0,6.5,10.2,2354.0,180.0,Honda,12,litre,2.1,0.22,9.545455,0.2058823529411765
Honda City 1.5 S AT,Bangalore,2016,36000,Petrol,Automatic,First,5.0,9.45,16.8,1497.0,118.0,Honda,4,litre,2.1,0.22,9.545455,0.125
Maruti Baleno Alpha 1.3,Delhi,2016,46000,Diesel,Manual,First,5.0,6.75,27.39,1248.0,74.0,Maruti,4,litre,2.51,0.24,10.45833,0.09163928441036874
Honda City i DTec V,Coimbatore,2017,73003,Diesel,Manual,First,5.0,7.75,26.0,1498.0,98.6,Honda,3,litre,2.51,0.24,10.45833,0.09653846153846153
Hyundai i20 Era 1.4 CRDi,Kochi,2014,46566,Diesel,Manual,First,5.0,4.4,22.54,1396.0,88.76,Hyundai,6,litre,2.51,0.24,10.45833,0.11135758651286601
Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,2015,41493,Diesel,Automatic,First,5.0,42.0,13.0,2987.0,265.0,Mercedes-Benz,5,litre,2.51,0.24,10.45833,0.19307692307692306
Nissan Terrano XV 110 PS,Kochi,2014,103788,Diesel,Manual,First,5.0,5.67,19.01,1461.0,108.5,Nissan,6,litre,2.51,0.24,10.45833,0.13203577064702784
Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,45000,Diesel,Automatic,First,5.0,11.5,19.6,1461.0,108.45,Renault,4,litre,2.51,0.24,10.45833,0.1280612244897959
Maruti Wagon R LXI Minor,Pune,2009,120000,Petrol,Manual,First,5.0,1.69,18.9,998.0,67.1,Maruti,11,litre,2.1,0.22,9.545455,0.11111111111111112
Hyundai Getz 1.5 CRDi GVS,Jaipur,2009,97359,Diesel,Manual,Second,5.0,1.8,17.1,1493.0,110.0,Hyundai,11,litre,2.51,0.24,10.45833,0.14678362573099413
Maruti Ritz LXi,Mumbai,2016,62000,Petrol,Manual,First,5.0,3.2,18.5,1197.0,85.8,Maruti,4,litre,2.1,0.22,9.545455,0.11351351351351352
Honda City 1.5 GXI,Pune,2004,115000,Petrol,Manual,Second,5.0,1.5,0.0,1493.0,97.7,Honda,16,litre,2.1,0.22,9.545455,0.12352941176470589
BMW 5 Series 520d Sport Line,Kochi,2019,18373,Diesel,Automatic,First,5.0,45.86,22.48,1995.0,187.74,BMW,1,litre,2.51,0.24,10.45833,0.11165480427046262
Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,60453,Petrol,Manual,First,5.0,5.1,16.47,1198.0,74.0,Volkswagen,4,litre,2.1,0.22,9.545455,0.12750455373406194
Maruti Swift VDI BSIV,Pune,2013,37000,Diesel,Manual,First,5.0,4.85,17.8,1248.0,97.7,Maruti,7,litre,2.51,0.24,10.45833,0.14101123595505616
Ford Figo Petrol ZXI,Mumbai,2010,69009,Petrol,Manual,Second,5.0,2.4,15.6,1196.0,70.0,Ford,10,litre,2.1,0.22,9.545455,0.13461538461538464
BMW 3 Series 320d Luxury Line,Hyderabad,2013,30000,Diesel,Automatic,First,5.0,22.0,18.88,1995.0,184.0,BMW,7,litre,2.51,0.24,10.45833,0.1329449152542373
Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,70707,Diesel,Manual,First,5.0,4.28,22.32,1582.0,126.32,Hyundai,8,litre,2.51,0.24,10.45833,0.11245519713261648
Renault Duster 85PS Diesel RxL,Coimbatore,2015,64677,Diesel,Manual,First,5.0,5.67,20.45,1461.0,83.8,Renault,5,litre,2.51,0.24,10.45833,0.12273838630806845
Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,3000,Petrol,Automatic,First,5.0,6.2,18.9,1197.0,81.86,Hyundai,2,litre,2.1,0.22,9.545455,0.11111111111111112
BMW X1 sDrive20d,Bangalore,2013,49000,Diesel,Automatic,Second,5.0,14.49,17.05,1995.0,184.0,BMW,7,litre,2.51,0.24,10.45833,0.14721407624633429
Maruti Ritz VDi,Pune,2010,71000,Diesel,Manual,First,5.0,3.0,21.1,1248.0,73.9,Maruti,10,litre,2.51,0.24,10.45833,0.11895734597156396
Hyundai i10 Era 1.1 iTech SE,Jaipur,2010,52000,Petrol,Manual,Second,5.0,2.25,19.81,1086.0,68.05,Hyundai,10,litre,2.1,0.22,9.545455,0.1060070671378092
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,2016,35659,Diesel,Automatic,First,7.0,43.78,15.97,2993.0,258.0,BMW,4,litre,2.51,0.24,10.45833,0.15716969317470256
Honda City V MT Exclusive,Kochi,2019,5377,Petrol,Manual,First,5.0,11.45,16.8,1497.0,116.3,Honda,1,litre,2.1,0.22,9.545455,0.125
Mahindra Ssangyong Rexton RX7,Delhi,2014,65000,Diesel,Automatic,First,7.0,10.5,11.18,2696.0,184.0,Mahindra,6,litre,2.51,0.24,10.45833,0.22450805008944544
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2015,92708,Diesel,Manual,First,5.0,7.48,22.7,1498.0,89.84,Ford,5,litre,2.51,0.24,10.45833,0.11057268722466959
Maruti Alto LXi,Coimbatore,2010,48105,Petrol,Manual,First,5.0,3.1,19.7,796.0,46.3,Maruti,10,litre,2.1,0.22,9.545455,0.10659898477157362
Volkswagen Polo 1.2 MPI Highline,Mumbai,2011,46759,Petrol,Manual,First,5.0,2.55,16.47,1198.0,74.0,Volkswagen,9,litre,2.1,0.22,9.545455,0.12750455373406194
Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,2013,62000,Diesel,Manual,First,5.0,3.5,22.07,1199.0,73.9,Volkswagen,7,litre,2.51,0.24,10.45833,0.11372904395106478
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2012,35175,Diesel,Manual,First,5.0,2.59,22.07,1199.0,73.9,Volkswagen,8,litre,2.51,0.24,10.45833,0.11372904395106478
Maruti Ertiga ZDI,Kolkata,2013,70000,Diesel,Manual,First,7.0,5.45,20.77,1248.0,88.8,Maruti,7,litre,2.51,0.24,10.45833,0.12084737602311024
Ford EcoSport 1.5 TDCi Ambiente,Kolkata,2017,30000,Diesel,Manual,First,5.0,6.0,22.77,1498.0,98.59,Ford,3,litre,2.51,0.24,10.45833,0.11023276240667544
Toyota Innova Crysta 2.8 ZX AT,Kolkata,2016,66618,Diesel,Automatic,First,7.0,15.49,11.36,2755.0,171.5,Toyota,4,litre,2.51,0.24,10.45833,0.2209507042253521
BMW 5 Series 523i Sedan,Mumbai,2010,69300,Petrol,Automatic,Second,5.0,12.5,10.8,2497.0,150.0,BMW,10,litre,2.1,0.22,9.545455,0.19444444444444445
Maruti Swift Dzire Tour LDI,Kolkata,2017,148000,Diesel,Manual,First,5.0,4.75,23.4,1248.0,74.0,Maruti,3,litre,2.51,0.24,10.45833,0.10726495726495726
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,22000,Petrol,Manual,First,5.0,7.85,18.88,999.0,123.24,Ford,3,litre,2.1,0.22,9.545455,0.11122881355932204
Hyundai Verna CRDi SX,Ahmedabad,2013,75000,Diesel,Manual,First,5.0,6.0,16.8,1493.0,110.0,Hyundai,7,litre,2.51,0.24,10.45833,0.14940476190476187
Tata Zest Revotron 1.2T XM,Mumbai,2016,43706,Petrol,Manual,First,5.0,4.0,17.57,1193.0,88.7,Tata,4,litre,2.1,0.22,9.545455,0.11952191235059761
Audi A7 2011-2015 3.0 TDI Quattro,Mumbai,2011,42000,Diesel,Automatic,First,5.0,28.75,14.4,2967.0,241.4,Audi,9,litre,2.51,0.24,10.45833,0.17430555555555555
Tata Indica Vista Quadrajet VX,Pune,2012,65000,Diesel,Manual,First,5.0,2.5,22.3,1248.0,74.0,Tata,8,litre,2.51,0.24,10.45833,0.11255605381165917
Maruti Swift Dzire VDI,Delhi,2015,76128,Diesel,Manual,First,5.0,5.5,26.59,1248.0,74.0,Maruti,5,litre,2.51,0.24,10.45833,0.09439638962015795
Fiat Linea Emotion,Kolkata,2010,39852,Petrol,Manual,First,5.0,1.59,16.0,1368.0,90.0,Fiat,10,litre,2.1,0.22,9.545455,0.13125
Hyundai i20 1.2 Spotz,Mumbai,2017,18673,Petrol,Manual,First,5.0,6.22,18.6,1197.0,81.83,Hyundai,3,litre,2.1,0.22,9.545455,0.11290322580645161
Hyundai EON Era Plus,Kolkata,2016,11583,Petrol,Manual,First,5.0,2.75,21.1,814.0,55.2,Hyundai,4,litre,2.1,0.22,9.545455,0.0995260663507109
Hyundai Santro Xing XL,Chennai,2007,82000,Petrol,Manual,Second,5.0,1.35,0.0,1086.0,97.7,Hyundai,13,litre,2.1,0.22,9.545455,0.12352941176470589
Mercedes-Benz GLA Class 200 CDI SPORT,Pune,2017,50000,Diesel,Automatic,First,5.0,25.0,17.9,2143.0,136.0,Mercedes-Benz,3,litre,2.51,0.24,10.45833,0.14022346368715083
Maruti Celerio VXI,Delhi,2014,77000,Petrol,Manual,First,5.0,2.8,23.1,998.0,67.04,Maruti,6,litre,2.1,0.22,9.545455,0.09090909090909091
Chevrolet Beat LT,Mumbai,2014,54890,Petrol,Manual,Second,5.0,2.45,17.8,1199.0,76.8,Chevrolet,6,litre,2.1,0.22,9.545455,0.11797752808988764
Honda Jazz 1.2 V AT i VTEC Privilege,Pune,2016,21000,Petrol,Automatic,First,5.0,6.35,19.0,1199.0,88.7,Honda,4,litre,2.1,0.22,9.545455,0.1105263157894737
BMW 3 Series 320d Highline,Mumbai,2009,58557,Diesel,Automatic,Third,5.0,8.0,16.07,1995.0,181.0,BMW,11,litre,2.51,0.24,10.45833,0.1561916614810205
Renault Duster 110PS Diesel RxL,Bangalore,2014,70000,Diesel,Manual,First,5.0,8.25,19.01,1461.0,108.45,Renault,6,litre,2.51,0.24,10.45833,0.13203577064702784
Ford Figo 2015-2019 1.5P Titanium AT,Mumbai,2017,16000,Petrol,Automatic,First,5.0,5.95,17.01,1499.0,110.4,Ford,3,litre,2.1,0.22,9.545455,0.12345679012345678
Toyota Innova Crysta 2.4 VX MT,Kochi,2018,8899,Diesel,Manual,First,7.0,19.92,13.68,2393.0,147.8,Toyota,2,litre,2.51,0.24,10.45833,0.1834795321637427
Chevrolet Beat Diesel LS,Kochi,2016,83629,Diesel,Manual,First,5.0,3.15,25.44,936.0,56.3,Chevrolet,4,litre,2.51,0.24,10.45833,0.09866352201257861
Volkswagen Polo GTI,Chennai,2014,35059,Petrol,Automatic,First,4.0,5.75,17.21,1798.0,189.0,Volkswagen,6,litre,2.1,0.22,9.545455,0.12202208018593841
Ford Endeavour 3.2 Trend AT 4X4,Kochi,2018,30552,Diesel,Automatic,First,7.0,32.44,10.91,3198.0,197.2,Ford,2,litre,2.51,0.24,10.45833,0.23006416131989
Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,2016,44875,Diesel,Automatic,Second,5.0,8.01,22.32,1582.0,126.32,Hyundai,4,litre,2.51,0.24,10.45833,0.11245519713261648
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,25095,Petrol,Manual,First,5.0,6.48,18.16,1196.0,86.8,Ford,3,litre,2.1,0.22,9.545455,0.1156387665198238
Maruti 800 AC,Jaipur,2007,59000,Petrol,Manual,First,4.0,0.75,16.1,796.0,37.0,Maruti,13,litre,2.1,0.22,9.545455,0.13043478260869565
Honda City i DTEC V,Kolkata,2014,36000,Diesel,Manual,First,5.0,5.0,26.0,1498.0,98.6,Honda,6,litre,2.51,0.24,10.45833,0.09653846153846153
Mahindra XUV500 W8 2WD,Mumbai,2012,37000,Diesel,Manual,First,7.0,7.75,16.0,2179.0,140.0,Mahindra,8,litre,2.51,0.24,10.45833,0.156875
Ford Figo Diesel ZXI,Chennai,2010,90000,Diesel,Manual,First,5.0,2.6,20.0,1399.0,68.0,Ford,10,litre,2.51,0.24,10.45833,0.1255
Ford EcoSport 1.5 Petrol Titanium,Pune,2018,17000,Petrol,Manual,First,5.0,9.2,17.0,1497.0,121.36,Ford,2,litre,2.1,0.22,9.545455,0.12352941176470589
Hyundai i20 Asta 1.2,Mumbai,2015,42575,Petrol,Manual,First,5.0,5.05,18.6,1197.0,81.83,Hyundai,5,litre,2.1,0.22,9.545455,0.11290322580645161
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,2012,131000,Diesel,Manual,First,7.0,9.6,12.99,2494.0,100.0,Toyota,8,litre,2.51,0.24,10.45833,0.193225558121632
Renault Duster 85PS Diesel RxL Optional,Mumbai,2013,74000,Diesel,Manual,First,5.0,5.5,20.46,1461.0,83.8,Renault,7,litre,2.51,0.24,10.45833,0.12267839687194525
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2013,47234,Diesel,Manual,First,8.0,9.35,12.99,2494.0,100.6,Toyota,7,litre,2.51,0.24,10.45833,0.193225558121632
Honda City 1.5 S MT,Delhi,2009,231673,Petrol,Manual,First,5.0,2.6,17.0,1497.0,118.0,Honda,11,litre,2.1,0.22,9.545455,0.12352941176470589
Maruti Alto K10 VXI,Hyderabad,2016,10000,Petrol,Manual,First,5.0,3.5,24.07,998.0,67.1,Maruti,4,litre,2.1,0.22,9.545455,0.08724553385957624
Nissan Micra Active XL Petrol,Kochi,2016,49389,Petrol,Manual,First,5.0,4.26,19.49,1198.0,67.04,Nissan,4,litre,2.1,0.22,9.545455,0.107747562852745
Maruti Celerio VXI AT,Chennai,2016,12000,Petrol,Automatic,Second,5.0,4.25,23.1,998.0,67.04,Maruti,4,litre,2.1,0.22,9.545455,0.09090909090909091
Mercedes-Benz New C-Class 200 Kompressor,Hyderabad,2010,65000,Petrol,Manual,Second,5.0,11.75,11.7,1796.0,178.0,Mercedes-Benz,10,litre,2.1,0.22,9.545455,0.17948717948717952
Ford Fiesta Diesel Style,Chennai,2013,177000,Diesel,Manual,First,5.0,3.5,23.5,1498.0,88.7,Ford,7,litre,2.51,0.24,10.45833,0.10680851063829787
Hyundai Verna 1.6 VTVT S,Jaipur,2015,89000,Petrol,Manual,First,5.0,7.5,17.01,1591.0,121.3,Hyundai,5,litre,2.1,0.22,9.545455,0.12345679012345678
Hyundai i20 1.4 Asta (AT),Chennai,2009,72000,Petrol,Automatic,Third,5.0,3.25,15.0,1396.0,100.0,Hyundai,11,litre,2.1,0.22,9.545455,0.14
Maruti Swift Dzire VXi,Chennai,2012,49000,Petrol,Manual,First,5.0,4.9,17.5,1298.0,85.8,Maruti,8,litre,2.1,0.22,9.545455,0.12000000000000001
Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,Hyderabad,2014,51355,Diesel,Automatic,First,5.0,27.0,14.84,2143.0,170.0,Mercedes-Benz,6,litre,2.51,0.24,10.45833,0.1691374663072776
Hyundai Elite i20 Petrol Asta,Kochi,2017,13460,Petrol,Manual,First,5.0,8.91,18.6,1197.0,81.86,Hyundai,3,litre,2.1,0.22,9.545455,0.11290322580645161
Hyundai Verna 1.6 VTVT EX AT,Kochi,2014,35642,Petrol,Automatic,First,5.0,6.69,17.01,1591.0,121.4,Hyundai,6,litre,2.1,0.22,9.545455,0.12345679012345678
Chevrolet Cruze LTZ,Kochi,2014,52895,Diesel,Manual,First,5.0,6.02,17.3,1998.0,163.7,Chevrolet,6,litre,2.51,0.24,10.45833,0.14508670520231212
Toyota Corolla Altis 1.8 G,Mumbai,2010,93000,Petrol,Manual,First,5.0,4.5,14.28,1798.0,138.03,Toyota,10,litre,2.1,0.22,9.545455,0.14705882352941177
Maruti A-Star Vxi,Pune,2011,70000,Petrol,Manual,First,5.0,2.0,19.0,998.0,66.1,Maruti,9,litre,2.1,0.22,9.545455,0.1105263157894737
Nissan Micra Diesel XV Premium,Kolkata,2012,32048,Diesel,Manual,First,5.0,2.4,23.08,1461.0,63.1,Nissan,8,litre,2.51,0.24,10.45833,0.10875216637781629
Tata Nano LX,Pune,2013,4700,Petrol,Manual,First,4.0,1.2,25.4,624.0,37.48,Tata,7,litre,2.1,0.22,9.545455,0.08267716535433071
Maruti Swift Dzire Tour LDI,Delhi,2014,71800,Diesel,Manual,First,5.0,2.9,23.4,1248.0,74.0,Maruti,6,litre,2.51,0.24,10.45833,0.10726495726495726
Land Rover Range Rover Sport 2005 2012 Sport,Coimbatore,2008,69078,Petrol,Manual,First,5.0,40.88,0.0,1493.0,97.7,Land,12,litre,2.1,0.22,9.545455,0.12352941176470589
Audi Q3 2.0 TDI Quattro,Ahmedabad,2016,45000,Diesel,Automatic,First,5.0,27.0,17.32,1968.0,184.0,Audi,4,litre,2.51,0.24,10.45833,0.144919168591224
Honda Amaze VX i-DTEC,Chennai,2016,15388,Diesel,Manual,First,5.0,7.5,25.8,1498.0,98.6,Honda,4,litre,2.51,0.24,10.45833,0.09728682170542635
Chevrolet Optra 1.6 LS,Mumbai,2004,98798,Petrol,Manual,First,5.0,1.5,14.7,1599.0,104.0,Chevrolet,16,litre,2.1,0.22,9.545455,0.14285714285714288
Audi Q5 2.0 TDI Premium Plus,Hyderabad,2016,43000,Diesel,Automatic,First,5.0,39.5,14.16,1968.0,174.3,Audi,4,litre,2.51,0.24,10.45833,0.1772598870056497
Maruti Ritz VDi,Hyderabad,2012,85112,Diesel,Manual,First,5.0,3.39,23.2,1248.0,73.94,Maruti,8,litre,2.51,0.24,10.45833,0.10818965517241379
Mahindra Scorpio S6 7 Seater,Kochi,2018,37804,Diesel,Manual,First,7.0,12.4,15.4,2179.0,120.0,Mahindra,2,litre,2.51,0.24,10.45833,0.16298701298701296
Maruti Ciaz ZDi SHVS,Chennai,2014,45000,Diesel,Manual,First,5.0,6.85,28.09,1248.0,88.5,Maruti,6,litre,2.51,0.24,10.45833,0.08935564257742969
Toyota Corolla Altis Aero D 4D J,Pune,2011,116000,Diesel,Manual,Second,5.0,5.75,21.43,1364.0,138.0,Toyota,9,litre,2.51,0.24,10.45833,0.11712552496500232
Tata Indica V2 eLS,Chennai,2015,100073,Diesel,Manual,Second,5.0,2.0,25.0,1396.0,69.0,Tata,5,litre,2.51,0.24,10.45833,0.10039999999999999
Maruti 800 Std BSIII,Jaipur,2006,165000,Petrol,Manual,First,4.0,0.9,16.1,796.0,37.0,Maruti,14,litre,2.1,0.22,9.545455,0.13043478260869565
Volkswagen Polo 1.2 MPI Highline,Kolkata,2015,22000,Petrol,Manual,First,5.0,3.8,16.47,1198.0,74.0,Volkswagen,5,litre,2.1,0.22,9.545455,0.12750455373406194
Hyundai Elantra 2.0 SX Option AT,Delhi,2017,9500,Petrol,Automatic,First,5.0,16.35,14.62,1999.0,149.92,Hyundai,3,litre,2.1,0.22,9.545455,0.1436388508891929
Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,152000,Diesel,Automatic,First,7.0,16.5,11.5,2982.0,169.0,Toyota,8,litre,2.51,0.24,10.45833,0.21826086956521737
Maruti Baleno Zeta 1.2,Coimbatore,2019,17705,Petrol,Manual,First,5.0,8.7,21.4,1197.0,83.1,Maruti,1,litre,2.1,0.22,9.545455,0.09813084112149534
Maruti Baleno Zeta 1.2,Mumbai,2016,12000,Petrol,Manual,First,5.0,6.1,21.4,1197.0,83.1,Maruti,4,litre,2.1,0.22,9.545455,0.09813084112149534
Mini Cooper Countryman D,Hyderabad,2013,51000,Diesel,Automatic,First,5.0,21.94,23.8,1998.0,112.0,Mini,7,litre,2.51,0.24,10.45833,0.10546218487394957
Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,2009,42000,Diesel,Automatic,Second,5.0,22.0,13.0,2987.0,210.0,Mercedes-Benz,11,litre,2.51,0.24,10.45833,0.19307692307692306
Maruti Alto K10 LXI,Delhi,2015,51000,Petrol,Manual,First,5.0,2.65,20.92,998.0,67.1,Maruti,5,litre,2.1,0.22,9.545455,0.10038240917782026
Maruti Swift VXI Optional,Kochi,2017,42527,Petrol,Manual,First,5.0,5.27,20.4,1197.0,81.8,Maruti,3,litre,2.1,0.22,9.545455,0.10294117647058824
